Number of Posts,Followers,Following,Label,follower_following_ratio
-0.409993593,-0.787123585,0.306403809,1,-0.584422454
1.908200314,2.176286654,0.178629032,0,0.641611376
-0.396436904,-0.882594276,-0.95004817,0,-0.576058786
-0.342210146,-0.802398895,-1.004808789,0,-0.261574364
-0.369323525,-0.493073857,-0.034328931,0,-0.426995284
-0.409993593,-0.901688414,-1.141710336,1,-0.627527513
-0.409993593,-0.894050758,-1.080865204,1,-0.570054102
0.105160608,-0.519805651,-0.642780252,0,-0.217003147
-0.409993593,-0.897869586,-0.694498615,1,-0.622960089
-0.315096767,-0.084459301,-0.700583128,0,0.363020944
-0.409993593,-0.748935309,2.931871261,1,-0.606986011
0.105160608,1.23303623,0.540657568,0,0.064629835
-0.409993593,-0.863500137,-0.162103708,1,-0.606371656
-0.409993593,-0.210480613,0.765784557,0,-0.429695105
0.674541568,-0.901688414,-0.883118524,1,-0.627527513
-0.409993593,-0.030995715,-0.694498615,0,0.413845024
-0.328653456,-0.466342064,-0.189484018,0,-0.379503454
-0.409993593,-0.878775448,-1.096076487,0,-0.409733533
-0.409993593,-0.748935309,1.368151365,1,-0.594249784
2.342014378,0.560922568,2.299081887,0,-0.394798175
-0.111746424,-0.668739928,-0.947005913,0,-0.008843145
-0.287983388,-0.512167996,1.13998212,0,-0.5342285
8.71365845,-0.275400683,0.221220624,0,-0.377289298
-0.409993593,-0.672558756,2.801054227,1,-0.595696085
-0.369323525,-0.615276342,-0.749259234,0,-0.238609692
-0.409993593,1.359057542,-0.092131806,0,0.542361064
-0.409993593,-0.657283445,-0.785766313,0,-0.262737597
-0.409993593,-0.748935309,-0.648864766,0,-0.461339336
-0.409993593,-0.901688414,-0.919625604,1,-0.627527513
-0.409993593,-0.473979719,1.158235659,0,-0.525890322
-0.342210146,-0.840587172,2.767589405,1,-0.618966694
3.385879471,2.573444728,0.61062947,0,0.454558092
-0.247313319,2.768204937,0.187755802,0,0.875382642
-0.369323525,-0.64964579,-1.089991974,0,1.540041139
0.05093385,-0.56945041,-0.448075829,0,-0.368897162
-0.409993593,-0.77948593,1.173446942,1,-0.598678114
0.932118669,-0.321226614,-0.128638886,0,-0.316454806
0.633871499,2.894226248,2.028321049,0,0.02786718
-0.409993593,-0.073002818,0.169502262,0,-0.283479782
-0.409993593,-0.64964579,-0.755343747,0,-0.280054675
-0.382880214,0.350887048,0.123868413,0,-0.088919545
-0.23375663,-0.370871373,-1.071738434,0,2.923052114
-0.409993593,-0.87495662,-1.102161,0,-0.343541246
-0.409993593,-0.733659998,-0.478498396,0,-0.490833994
-0.409993593,-0.901688414,-0.718836667,0,-0.627527513
-0.152416493,0.530371947,0.020431688,0,0.042499302
-0.409993593,-0.076821646,-0.667118305,0,0.303541749
-0.409993593,-0.897869586,-1.080865204,1,-0.598790807
-0.409993593,-0.787123585,-0.740132464,1,-0.475392012
1.555726386,0.534190774,-0.192526274,0,0.193105498
-0.342210146,-0.527443306,-0.849653702,0,0.048359803
-0.260870009,2.015895894,-0.025202161,0,0.792731878
-0.409993593,-0.806217723,-0.873991754,0,-0.440114215
-0.193086561,-0.657283445,-0.244244637,0,-0.4799035
1.298149286,0.205771598,1.562855788,0,-0.403554981
-0.355766835,0.030105527,0.25164319,0,-0.263280439
-0.409993593,-0.600001031,-0.697540871,0,-0.264295554
0.376294398,-0.611457514,2.566800468,1,-0.584669172
-0.193086561,0.854972295,0.212093854,0,0.079049837
0.918561979,0.530371947,2.521166619,0,-0.41342954
-0.369323525,-0.771848274,-0.925710117,0,-0.314872156
-0.301540077,-0.523624479,-0.670160562,0,-0.198103535
-0.409993593,-0.901688414,-1.105203257,1,-0.627527513
-0.409993593,-0.901688414,-1.038273611,1,-0.627527513
-0.382880214,-0.34413958,-0.289878486,0,-0.272973229
-0.328653456,0.694581535,0.406798277,0,-0.06556527
-0.315096767,-0.32886427,-0.627568969,0,-0.029538263
0.091603919,2.11900424,0.218178368,0,0.582090269
0.294954261,-0.260125372,-0.916583347,0,0.857939116
-0.315096767,-0.894050758,-0.356808131,0,-0.622262773
1.121912322,0.854972295,0.142121952,0,0.117198379
-0.409993593,-0.878775448,-0.791850826,1,-0.592753684
-0.409993593,-0.588544548,0.881390308,1,-0.54299263
1.325262665,1.507991819,2.718913299,0,-0.285666814
-0.409993593,-0.897869586,0.540657568,1,-0.626289306
-0.396436904,-0.894050758,-0.843569188,1,-0.614004357
-0.315096767,-0.787123585,2.764547148,1,-0.611463516
-0.409993593,-0.871137793,-0.597146403,1,-0.597377527
-0.193086561,-0.852043654,0.513277259,1,-0.611166469
-0.396436904,-0.894050758,-1.007851045,0,-0.598790807
-0.409993593,-0.894050758,-1.059569408,0,-0.583031969
-0.409993593,-0.485436202,-0.60018866,0,-0.214476843
-0.206643251,3.073711147,-0.782724056,0,5.257372922
-0.409993593,1.718027339,0.720150708,0,0.140526255
-0.409993593,-0.886413103,-0.883118524,0,-0.596530617
-0.247313319,2.848400317,-0.524132245,0,2.644292187
-0.260870009,-0.393784339,1.526348709,0,-0.52340996
-0.409993593,-0.527443306,-0.676245075,0,-0.197026038
0.660984878,-0.149379371,-0.26858269,0,-0.16063011
-0.409993593,-0.890231931,-0.785766313,1,-0.610427985
-0.125303114,0.278329323,-0.390272954,0,0.221521925
5.527836414,-0.894050758,-0.299005256,1,-0.622618752
0.362737709,-0.057727508,0.053896511,0,-0.243599335
-0.409993593,0.889341744,0.157333235,0,0.122960558
-0.206643251,-0.573269238,-0.06170924,0,-0.462311467
-0.409993593,-0.894050758,-0.797935339,0,-0.615738095
-0.409993593,0.431082428,0.315530579,0,-0.12918663
-0.409993593,1.129927884,0.400713764,0,0.090496474
-0.409993593,-0.87495662,-0.898329807,0,-0.570054102
-0.382880214,0.656393258,-0.280751716,0,0.352924826
-0.084633045,0.641117948,0.291192526,0,-0.040935728
0.484747915,-0.722203515,-0.286836229,0,-0.513790657
-0.409993593,-0.829130689,-1.059569408,0,-0.204819843
-0.369323525,-0.619095169,-0.937879143,0,0.09129487
-0.043962976,-0.374690201,2.728040069,1,-0.552938195
-0.409993593,-0.722203515,-0.858780471,0,-0.293352215
-0.409993593,-0.359414891,-1.013935558,0,1.501487547
-0.355766835,1.133746712,-0.661033792,0,1.641607908
-0.409993593,-0.294494821,-0.846611445,0,0.45820782
-0.369323525,-0.508349168,-0.95004817,0,0.432728253
-0.409993593,-0.798580068,0.400713764,0,-0.591086446
0.32206764,-0.672558756,-0.457202599,0,-0.446825084
-0.409993593,-0.607638686,-0.435906803,0,-0.402504496
0.037377161,0.774776915,1.742348928,0,-0.309491872
-0.409993593,-0.710747032,-0.986555249,0,-0.000544845
-0.409993593,-0.244850062,1.082179244,0,-0.466132791
-0.409993593,-0.821493033,1.800151803,0,-0.612611653
-0.355766835,-0.768029447,-1.035231355,0,-0.008583084
-0.409993593,-0.367052546,-0.037371187,0,-0.364433968
-0.409993593,-0.802398895,-0.819231136,0,-0.464512019
0.484747915,-0.080640474,1.000038316,0,-0.418090506
-0.409993593,-0.550356272,-0.548470297,0,-0.308680045
-0.409993593,0.866428778,2.563758212,1,-0.366216324
-0.382880214,0.194315115,1.240376588,0,-0.376017439
-0.003292908,-0.030995715,0.787080353,0,-0.381058464
-0.409993593,-0.695471722,-0.186441761,0,-0.510411882
-0.409993593,0.232503392,1.766686981,0,-0.414157474
-0.409993593,0.301242289,-0.180357248,0,0.051377157
-0.396436904,0.63729912,0.863136768,0,-0.20830969
-0.409993593,-0.496892685,-0.317258795,0,-0.361686862
-0.409993593,-0.225755924,0.744488761,0,-0.431896863
-0.328653456,-0.088278129,-0.703625384,0,0.365053832
-0.396436904,-0.435791443,-0.636695739,0,-0.132580018
-0.165973182,-0.141741716,-0.073878267,0,-0.240917637
-0.409993593,-0.542718617,-0.137765655,0,-0.433425693
-0.409993593,-0.72984117,-0.995682019,0,-0.030688242
-0.274426698,0.664030914,0.711023938,0,-0.166240101
-0.409993593,-0.546537444,-0.359850388,0,-0.381779134
-0.369323525,0.973355952,-0.484582909,0,0.911714937
-0.369323525,0.54182843,0.6015027,0,-0.175708807
-0.409993593,0.18667746,-0.329427822,0,0.097782695
-0.409993593,-0.901688414,-1.074780691,0,-0.627527513
-0.409993593,1.427796439,-1.010893302,0,8.323650576
1.433716181,2.260300862,1.048714421,0,0.161223611
-0.409993593,-0.852043654,-1.007851045,0,-0.440738926
-0.409993593,-0.768029447,0.464601153,1,-0.582153767
-0.409993593,-0.382327856,-0.867907241,0,0.370308733
-0.301540077,2.707103694,-0.332470078,0,1.786355759
-0.22019994,-0.638189307,-0.785766313,0,-0.234238385
-0.409993593,-0.607638686,-0.898329807,0,0.004680011
-0.382880214,-0.283038338,-0.648864766,0,0.045534604
-0.409993593,-0.512167996,-0.791850826,0,-0.036372426
-0.409993593,0.10648208,-0.247286893,0,-0.016535007
-0.409993593,-0.099734612,-0.460244856,0,0.007704927
-0.274426698,1.775309753,0.917897387,0,0.082408369
-0.396436904,-0.600001031,-0.919625604,0,0.080067212
-0.355766835,0.04156201,0.215136111,0,-0.248969311
-0.409993593,-0.008082749,-0.396357467,0,0.020606378
-0.409993593,-0.370871373,-0.612357686,0,-0.088956446
-0.342210146,-0.210480613,-0.156019195,0,-0.246941387
-0.355766835,-0.790942412,-0.947005913,0,-0.333398879
-0.409993593,-0.172292337,-0.560639324,0,0.048006121
-0.409993593,0.014830217,-0.22294884,0,-0.086601289
-0.382880214,-0.798580068,-1.035231355,0,-0.150056096
-0.409993593,-0.886413103,-1.12041454,0,-0.376734446
-0.409993593,0.007192562,0.79012261,0,-0.370651046
-0.409993593,-0.416697305,-0.508920962,0,-0.214369594
-0.409993593,-0.092096957,-0.031286674,0,-0.23128806
-0.396436904,-0.374690201,-0.861822728,0,0.363888831
-0.247313319,-0.111191095,-0.441991316,0,-0.017425147
-0.409993593,-0.111191095,-0.165145965,0,-0.18825381
-0.030406287,0.083569114,-0.192526274,0,-0.064433585
-0.409993593,-0.737478826,-1.09303423,0,0.855286497
-0.396436904,1.645469614,0.42200956,0,0.260536548
0.159387366,1.359057542,-0.840526932,0,3.336463879
-0.328653456,-0.435791443,-0.536301271,0,-0.213039463
-0.328653456,-0.145560543,-0.767512773,0,0.447723078
-0.409993593,-0.267763027,0.184713545,0,-0.367329706
-0.396436904,-0.378509029,-1.059569408,0,2.420417263
-0.355766835,-0.378509029,-0.630611226,0,-0.078188629
-0.23375663,0.125576218,1.921842068,0,-0.444021903
-0.409993593,-0.405240822,-0.75230149,0,0.051703711
-0.409993593,-0.642008135,0.230347394,0,-0.524454318
-0.111746424,0.140851529,0.534573055,0,-0.288279053
-0.382880214,0.698400362,1.182573712,0,-0.251256274
-0.409993593,-0.775667102,-1.105203257,0,0.794939415
-0.125303114,0.706038018,0.446347613,0,-0.075520529
-0.409993593,0.591473189,0.059981024,0,0.048325233
0.213614124,1.271224506,0.087361333,0,0.334306928
-0.342210146,2.722379005,-0.362892644,0,1.889807899
0.796551773,-0.115009922,0.047811998,0,-0.26784581
-0.382880214,-0.611457514,-0.870949498,0,-0.063917287
0.538974673,-0.321226614,-0.569766094,0,-0.081530106
-0.409993593,-0.260125372,-0.618442199,0,0.030804289
-0.409993593,-0.061546336,-0.475456139,0,0.052875203
-0.409993593,-0.71456586,-0.980470736,0,-0.034643902
-0.409993593,0.068293804,-0.308132025,0,0.002612622
-0.409993593,-0.50453034,-0.682329588,0,-0.164773853
-0.409993593,1.076464297,0.367248941,0,0.086981936
-0.409993593,-0.363233718,-0.800977596,0,0.210791554
-0.260870009,-0.443429098,2.174349366,1,-0.551876953
-0.409993593,-0.11882875,-0.344639105,0,-0.096006492
-0.369323525,-0.462523236,-0.569766094,0,-0.21443737
0.06449054,2.600176521,1.422911984,0,0.119151846
-0.396436904,-0.77948593,-1.013935558,0,-0.147749471
-0.409993593,0.389075324,0.409840534,0,-0.174001918
-0.260870009,0.839696985,0.172544518,0,0.093790162
0.715211636,-0.71456586,-0.39331521,0,-0.49235005
-0.382880214,0.011011389,-0.907456577,0,1.407456974
-0.369323525,0.343249393,0.358122172,0,-0.175141226
-0.409993593,0.392894152,0.476770179,0,-0.191330056
-0.193086561,0.114119735,-0.025202161,0,-0.133039295
-0.409993593,-0.252487717,1.109559554,1,-0.469939127
-0.382880214,-0.596182203,-0.861822728,0,-0.052793401
-0.409993593,-0.600001031,0.291192526,0,-0.512822684
-0.409993593,-0.531262134,-0.207737557,0,-0.412418025
-0.409993593,0.259235185,-0.031286674,0,-0.05933509
-0.382880214,-0.496892685,-0.861822728,0,0.133995186
0.213614124,2.180105482,1.066967961,0,0.134900589
-0.355766835,-0.218118268,-0.347681361,0,-0.161667561
-0.409993593,-0.77948593,-0.840526932,0,-0.413257708
-0.274426698,2.157192516,0.814460663,0,0.226312408
-0.328653456,-0.668739928,-0.788808569,0,-0.276939704
-0.409993593,-0.756572964,-0.858780471,0,-0.357343229
-0.409993593,0.263054013,-0.137765655,0,0.002270946
0.037377161,2.378684518,0.850967742,0,0.271464783
-0.396436904,-0.783304757,-0.518047731,0,-0.525230341
-0.409993593,-0.057727508,-0.353765875,0,-0.047985739
-0.382880214,-0.046271025,-0.375061671,0,-0.024056695
-0.396436904,0.499821326,-0.24120238,0,0.216182164
4.212837531,-0.722203515,0.415925047,0,-0.564707738
-0.369323525,-0.126466405,-0.180357248,0,-0.19001117
-0.409993593,-0.538899789,-0.77055503,0,-0.107529983
-0.396436904,0.446357739,-0.195568531,0,0.145353027
-0.409993593,-0.462523236,-0.904414321,0,0.339707944
-0.409993593,-0.79476124,-0.305089769,0,-0.558312222
-0.084633045,-0.760391791,0.917897387,0,-0.590055861
-0.355766835,0.049199666,1.428996497,0,-0.425253599
-0.274426698,1.794403891,-0.003906365,0,0.66060672
-0.409993593,-0.844405999,-1.08390746,0,-0.177735599
0.281397572,-0.813855378,-0.673202818,0,-0.527130921
-0.409993593,-0.852043654,-1.099118743,0,-0.129424615
-0.260870009,0.690762707,0.120826156,0,0.058861389
-0.409993593,0.706038018,0.495023719,0,-0.091815938
-0.409993593,0.499821326,-0.584977377,0,0.726017423
-0.247313319,1.061188987,-0.24120238,0,0.554125822
-0.409993593,0.007192562,-0.192526274,0,-0.108084277
-0.355766835,-0.77948593,-1.050442638,0,0.021583955
-0.409993593,-0.894050758,-1.144752593,1,-0.167740223
-0.355766835,-0.2639442,0.485896949,0,-0.413841583
-0.409993593,0.26687284,-0.013033135,0,-0.06474787
-0.409993593,2.034990032,0.595418187,0,0.294845772
-0.342210146,-0.149379371,0.966573493,0,-0.432596173
-0.328653456,-0.619095169,-0.682329588,0,-0.298260486
0.078047229,-0.367052546,-0.365934901,0,-0.254727008
0.145830677,-0.79476124,-1.065653921,0,0.038371321
-0.355766835,-0.11882875,-0.800977596,0,0.591305174
-0.396436904,0.339430565,-0.457202599,0,0.351277307
-0.369323525,-0.145560543,-0.25945592,0,-0.163048516
-0.409993593,0.282148151,0.641052036,0,-0.265152784
-0.409993593,-0.901688414,-0.588019633,1,-0.627527513
-0.409993593,-0.890231931,-0.326385565,1,-0.619920738
-0.328653456,1.221579747,1.027418625,0,-0.092712171
-0.409993593,-0.897869586,-1.08390746,1,-0.597541385
-0.409993593,-0.733659998,-1.020020072,0,0.062153422
-0.396436904,1.282680989,0.561953364,0,0.07193613
-0.409993593,-0.145560543,-0.606273173,0,0.131121515
-0.396436904,-0.710747032,-0.980470736,0,-0.022544237
-0.409993593,-0.71456586,-0.460244856,1,-0.47930661
-0.22019994,0.289785806,-0.60931543,0,0.574597915
-0.355766835,-0.653464618,-0.947005913,0,0.031726322
-0.355766835,-0.115009922,-0.776639543,0,0.51823275
-0.409993593,-0.577088065,-0.867907241,0,-0.003879859
-0.193086561,0.259235185,0.096488103,0,-0.117398549
-0.409993593,-0.470160892,-0.794893083,0,0.032929654
-0.396436904,-0.852043654,-0.07083601,1,-0.602342535
0.010263782,0.213409254,-0.253371407,0,0.052833409
-0.396436904,-0.389965512,-0.332470078,0,-0.285241419
-0.098189735,-0.481617375,-0.356808131,0,-0.337966815
-0.301540077,0.484546015,0.1177839,0,-0.028594069
-0.301540077,-0.787123585,-0.864864985,0,-0.409733533
-0.409993593,-0.431972615,-0.524132245,0,-0.217717102
-0.409993593,-0.64964579,-1.001766532,0,0.282851321
-0.22019994,0.518915464,0.151248722,0,-0.029482506
-0.409993593,-0.813855378,-0.992639762,0,-0.328232013
-0.409993593,-0.603819859,-0.916583347,0,0.062153422
-0.057519666,-0.451066754,-0.533259014,0,-0.228594423
-0.409993593,-0.56945041,-0.819231136,0,-0.082052592
-0.409993593,-0.393784339,-0.457202599,0,-0.226970463
-0.409993593,-0.584725721,-0.524132245,0,-0.35098878
-0.409993593,-0.386146684,-0.709709898,0,0.01019116
-0.409993593,-0.523624479,0.075192307,0,-0.458521541
-0.409993593,-0.886413103,-1.117372283,0,-0.397633868
0.023820471,0.877885261,0.206009341,0,0.091468719
-0.396436904,-0.500711513,-0.712752154,0,-0.128103388
-0.409993593,-0.431972615,0.945277697,0,-0.50458439
-0.396436904,-0.359414891,0.303361553,0,-0.423070952
-0.409993593,-0.126466405,0.978742519,0,-0.427805359
-0.409993593,1.481260026,1.374235878,0,-0.109644356
0.240727503,1.248311541,-0.347681361,0,0.837719152
-0.409993593,-0.508349168,-0.755343747,0,-0.085259297
-0.409993593,-0.813855378,-0.800977596,0,-0.490780431
-0.409993593,-0.752754136,-0.08908955,0,-0.550677351
-0.382880214,-0.382327856,-0.305089769,0,-0.291338957
-0.382880214,-0.626732824,-0.974386223,0,0.214117018
-0.409993593,-0.745116481,-1.065653921,0,0.347538636
-0.409993593,-0.561812755,-0.700583128,0,-0.215570444
-0.328653456,-0.775667102,-0.435906803,0,-0.531089077
-0.409993593,-0.813855378,-0.74317472,0,-0.510026316
-0.409993593,-0.771848274,-0.962217196,0,-0.255318754
-0.409993593,-0.11882875,-0.198610788,0,-0.177258113
-0.409993593,-0.50453034,-0.031286674,0,-0.433145894
0.037377161,2.42451045,0.479812436,0,0.491116983
-0.409993593,-0.088278129,-0.484582909,0,0.040209029
-0.396436904,-0.008082749,-0.216864327,0,-0.10354914
-0.409993593,0.022467872,-0.003906365,0,-0.18598575
-0.409993593,-0.840587172,-1.105203257,0,0.062153422
-0.382880214,-0.56945041,1.176489199,0,-0.549195605
-0.369323525,-0.493073857,-0.834442419,0,0.075290202
-0.23375663,-0.783304757,-1.010893302,0,-0.172631577
0.972788737,1.2979563,-1.050442638,0,11.05647891
-0.138859803,-0.542718617,-0.07996278,0,-0.4438731
-0.409993593,-0.638189307,-0.654949279,0,-0.337356876
-0.409993593,-0.886413103,-0.9409214,0,-0.588117174
-0.409993593,-0.294494821,0.050854254,0,-0.350610168
-0.342210146,1.546180096,0.120826156,0,0.427569096
-0.382880214,-0.451066754,0.364206685,0,-0.46443663
-0.382880214,0.079750287,0.029558458,0,-0.171877127
-0.409993593,1.897512237,-0.691456358,0,2.698368047
-0.409993593,0.011011389,-0.776639543,0,0.701776869
-0.003292908,1.263586851,0.917897387,0,-0.053299774
-0.369323525,-0.519805651,-0.533259014,0,-0.289448623
-0.369323525,-0.615276342,-0.603230916,0,-0.34174812
-0.409993593,-0.882594276,-1.029146841,1,-0.543420082
-0.409993593,-0.244850062,-0.454160343,0,-0.111766118
-0.22019994,0.083569114,0.023473945,0,-0.167740223
-0.396436904,-0.64964579,-0.727963437,0,-0.302392215
0.213614124,0.182858633,1.851870166,0,-0.429279147
-0.396436904,0.10648208,-0.183399505,0,-0.056757084
-0.409993593,0.431082428,-0.186441761,0,0.129386469
